Name                                         Stars  OpenIssues  Updated                      Description
koenverburg/minimal-tabline.nvim             6      0           2022-12-22T09:17:28Z         A minimal tabline, that's it
yagiziskirik/AirSupport.nvim                 6      0           2023-05-25T12:55:38Z         A NeoVim addon which helps you to write your own shortcut reminders and forget them.                                                                                                                                               
NFrid/treesitter-utils                       6      0           2023-04-24T14:21:46Z         Treesitter methods to make my life less miserable
Saverio976/music.nvim                        6      0           2022-10-07T17:00:01Z         play music/video on neovim
chrisgrieser/nvim-dr-lsp                     6      0           2023-06-21T14:54:01Z         Status line component showing the number of LSP definition and reference of the token under the cursor.                                                                                                                            
LucasTavaresA/SingleComment.nvim             5      1           2023-07-10T03:55:45Z         Always single line, comment sensitive, indentation preserving commenting.                                                                                                                                                          
ktunprasert/gui-font-resize.nvim             5      0           2022-07-03T16:10:29Z         Plugin for Neovim to easily resize all guifont option including the fallbacks fonts
elentok/togglr.nvim                          5      0           2023-07-09T18:38:53Z         Vim plugin that toggles values in the text
idanarye/nvim-channelot                      4      0           2023-01-11T20:40:47Z         Operate Neovim jobs from Lua coroutines
jrychn/ModuleVim                             4      0           2023-07-06T09:41:53Z         A NeoVim configuration
elentok/scriptify.nvim                       4      0           2023-07-09T18:36:11Z         Creates scripts files by adding shebang and making them executable
koenverburg/cmd-palette.nvim                 3      0           2022-12-22T09:20:54Z         A simple function to trigger other plugins, commands and custom functions
ryo33/nvim-cmp-rust                          2      0           2023-06-11T12:32:22Z         Useful nvim-cmp comparators for rust-analyzer
niuiic/cp-image.nvim                         2      0           2023-07-13T08:31:52Z         Quickly insert image in neovim
TimotheeSai/git-sessions.nvim                2      0           2023-02-01T09:54:40Z         Use nvim sessions with git branch
bennypowers/svgo.nvim                        1      0           2023-06-20T13:43:52Z         Optimize SVGs in Neovim
sonjiku/yawnc.nvim                           1      0           2023-06-25T17:20:56Z         Yet Another pyWal Neovim Colorscheme
MisanthropicBit/decipher.nvim                1      0           2023-07-09T15:54:06Z         A neovim plugin for encoding and decoding text
vigoux/azy.nvim                              0      0           2023-06-19T11:37:37.652328Z  Simple and fast fuzzy finder for neovim
norflin321/bicolors                          0      0           2023-03-07T15:50:27Z         collection of bicolors themes for nvim
vigoux/complementree.nvim                    0      0           2023-06-13T15:17:15.23834Z   Flexible completion framework for neovim

